person_id,message_id,message_content,age,gender,race,education,sexual_orientation,party,ideology,income,religion,marital_status,residential_area,turnout_score,response_timestamp,vote_choice
8705,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",66.0,Male,Prefer not to say,Some college,Gay or Lesbian,Strong Republican,Moderate,"Under $25,000",Agnostic,Married,Rural,62,2024-10-24 03:56:25,Trump
8706,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",50.0,Female,White,High school graduate,Heterosexual,Moderate Republican,Conservative,"Under $25,000",Nothing in particular,Married,Suburban,95,2024-10-24 20:22:28,Trump
8707,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",,Male,White,Bachelor's degree,Heterosexual,Strong Democrat,Very liberal,"$75,000-$99,999",Protestant,Married,Prefer not to say,25,2024-10-23 12:58:25,Trump
8708,0,CONTROL - No message shown,19.0,Male,Hispanic,Graduate degree,Heterosexual,Lean Republican,Very conservative,"$50,000-$74,999",Agnostic,Married,Suburban,27,2024-10-22 02:29:56,Trump
8709,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",80.0,Female,Native American,Some college,Heterosexual,Other,Moderate,"$100,000-$149,999",Mormon,Divorced,Suburban,64,2024-10-23 06:41:44,Trump
8710,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",61.0,Male,White,High school graduate,Heterosexual,Lean Democrat,Slightly liberal,Prefer not to say,Catholic,Widowed,Prefer not to say,65,2024-10-23 02:04:27,Trump
8711,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",85.0,Male,Asian,High school graduate,Heterosexual,Other,Prefer not to say,"Under $25,000",Nothing in particular,Married,Suburban,64,2024-10-24 21:03:37,Trump
8712,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",35.0,Prefer not to say,Prefer not to say,Bachelor's degree,Heterosexual,Lean Republican,Conservative,"$50,000-$74,999",Nothing in particular,"Single, never married",Urban,82,2024-10-24 18:57:20,Trump
8713,0,CONTROL - No message shown,42.0,Female,Native American,Prefer not to say,Heterosexual,Moderate Republican,Conservative,"$75,000-$99,999",Nothing in particular,"Single, never married",Rural,21,2024-10-24 00:04:54,Trump
8714,0,CONTROL - No message shown,33.0,Male,White,Bachelor's degree,Heterosexual,Moderate Democrat,Very liberal,"$50,000-$74,999",Protestant,Divorced,Rural,88,2024-10-24 05:14:54,Harris
8715,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",21.0,Female,Hispanic,Some college,Heterosexual,Strong Republican,Slightly conservative,"$25,000-$49,999",Nothing in particular,Married,Urban,68,2024-10-22 17:48:52,Trump
8716,0,CONTROL - No message shown,31.0,Female,Black,High school graduate,Heterosexual,Lean Republican,Very conservative,"$25,000-$49,999",Nothing in particular,"Single, never married",Urban,98,2024-10-23 06:45:36,Trump
8717,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",42.0,Male,Hispanic,Bachelor's degree,Heterosexual,Moderate Republican,Very conservative,"$50,000-$74,999",Protestant,Widowed,Suburban,57,2024-10-22 04:26:25,Trump
8718,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",36.0,Male,Prefer not to say,High school graduate,Heterosexual,Moderate Republican,Conservative,"Under $25,000",Prefer not to say,Married,Suburban,46,2024-10-24 21:05:37,Harris
8719,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",36.0,Male,Hispanic,Some college,Heterosexual,Lean Republican,Very conservative,"Under $25,000",Protestant,Married,Urban,66,2024-10-23 12:47:33,Trump
8720,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",64.0,Female,White,Bachelor's degree,Heterosexual,Strong Republican,Prefer not to say,Prefer not to say,Atheist,Married,Prefer not to say,74,2024-10-24 07:23:02,Trump
8721,0,CONTROL - No message shown,59.0,Male,White,Some college,Heterosexual,Moderate Republican,Very conservative,"$50,000-$74,999",Nothing in particular,Married,Suburban,70,2024-10-24 10:08:16,Trump
8722,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",25.0,Prefer not to say,White,Some college,Heterosexual,Strong Democrat,Slightly conservative,"Under $25,000",Nothing in particular,Living with partner,Urban,15,2024-10-23 21:35:42,Harris
8723,0,CONTROL - No message shown,42.0,Female,White,High school graduate,Heterosexual,Moderate Republican,Slightly conservative,"$25,000-$49,999",Nothing in particular,Married,Suburban,87,2024-10-23 01:18:44,Trump
8724,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",19.0,Male,White,Less than high school,Heterosexual,Lean Republican,Slightly conservative,Prefer not to say,Other,Prefer not to say,Suburban,25,2024-10-24 16:40:28,Trump
8725,1,"In 2025 when the next president takes office, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, which could have a huge impact on upcoming cases concerning abortion, marriage equality, gun safety, and the climate crisis.",19.0,Female,White,Bachelor's degree,Heterosexual,Moderate Republican,Conservative,"$25,000-$49,999",Agnostic,Living with partner,Rural,78,2024-10-24 19:19:01,Trump
8726,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",52.0,Male,Black,Bachelor's degree,Prefer not to say,Strong Democrat,Moderate,"$25,000-$49,999",Orthodox Christian,Living with partner,Rural,45,2024-10-24 18:10:35,Harris
8727,3,"In 2025, four of the nine Supreme Court justices will be in their 70s and could retire or die. That means Donald Trump could ensure MAGA control of the Court for decades to come, threatening our access to abortion care and further undermining Americans' access to life-saving health care and treatments like IVF.",39.0,Female,White,High school graduate,Heterosexual,Moderate Democrat,Slightly liberal,Prefer not to say,Protestant,Divorced,Suburban,82,2024-10-22 22:10:25,Harris
8728,4,"The Supreme Court has undermined our democracy and our freedom to vote. They gutted the Voting Rights Act and let MAGA state lawmakers create barriers to the ballot box, particularly for communities of color and young voters.",56.0,Female,White,Bachelor's degree,Heterosexual,Strong Republican,Slightly conservative,Prefer not to say,Protestant,Living with partner,Prefer not to say,80,2024-10-22 05:42:42,Harris
8729,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",56.0,Female,White,High school graduate,Heterosexual,Moderate Republican,Conservative,"Under $25,000",Nothing in particular,Divorced,Suburban,97,2024-10-24 19:18:09,Trump
8730,0,CONTROL - No message shown,55.0,Female,White,Bachelor's degree,Heterosexual,Strong Republican,Conservative,"$25,000-$49,999",Mormon,Married,Rural,82,2024-10-24 22:58:33,Trump
8731,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",36.0,Male,White,Associate's degree,Heterosexual,Lean Republican,Very conservative,"$50,000-$74,999",Protestant,Married,Urban,47,2024-10-22 17:18:22,Trump
8732,2,"Donald Trump brags that he personally selected three of the Supreme Court justices that 'killed Roe v. Wade.' Now, one in three women live in states where they cannot access abortion care when they need it.",92.0,Female,White,Bachelor's degree,Heterosexual,Strong Republican,Slightly conservative,"$75,000-$99,999",Prefer not to say,"Single, never married",Urban,43,2024-10-24 12:19:35,Trump
8733,5,"Again and again, MAGA justices on the Supreme Court are siding with big corporations over workers and our environment. They've weakened critical environmental rules protecting our air and water.",62.0,Female,White,High school graduate,Heterosexual,Moderate Democrat,Very liberal,"Under $25,000",Prefer not to say,Married,Suburban,31,2024-10-23 09:02:10,Trump
